,Artist,Song,Genre,Language,Lyrics
83,rammstein,mein herz brennt (german),Metal,de,"Nun liebe Kinder gebt fein acht
Ich bin die Stimme aus dem Kissen
Ich hab euch etwas mitgebracht
Hab es aus meiner Brust gerissen
Mit diesem Herz hab ich die Macht
Die Augenlider zu erpressen
Ich singe bis der Tag erwacht
Ein heller Schein am Firmament
Mein Herz Brennt
Sie kommen zu euch in der Nacht
Dämonen Geister schwarze Feen
Sie kriechen aus dem Kellerschacht
Und werden unter euer Bettzeug sehen
Nun liebe Kinder gebt fein acht
Ich bin die Stimme aus dem Kissen
Ich hab euch etwas mitgebracht
Ein heller Schein am Firmament
Mein Herz Brennt
Sie kommen zu euch in der Nacht
Und stehlen eure kleinen heißen Tränen
Sie warten bis der Mond erwacht
Und drücken sie in meine kalten Venen
Nun liebe Kinder gebt fein acht
Ich bin die Stimme aus dem Kissen
Ich singe bis der Tag erwacht
Ein heller Schein am Firmament
Mein Herz Brennt."
84,nena,es regnet,Pop,de,"Heute regnets schon seit stunden
Heute regnets ganzen tag
Heute gehts den rinnstein runter
Heute geht es schwer bergab

Ich fahr den rinnstein runter
In einem schiff aus zeitungspapier
Und mein zinnsoldat, der keine trne weint
Steht neben mir

Heute wird die welt gewaschen
Heute wird die erde nass
Aus den tropfen werden trnen
Aus den trnen wird ein bach

Ich fahr den rinnstein runter
In einem schiff aus zeitungspapier
Und mein zinnsoldat, der keine trne weint
Steht neben mir

Heute geht es zu den grten
Heute gehts in den kanal
Dabei bin ich eine prinzessin
Aber das ist ganz egal

Ich fahr den rinnstein runter
In einem schiff aus zeitungspapier
Und mein zinnsoldat, der keine trne weint
Steht neben mir

Ich fahr den rinnstein runter
In einem schiff aus zeitungspapier
Und mein zinnsoldat, der keine trne weint
Steht neben mir

Ich fahr den rinnstein runter
In einem schiff aus zeitungspapier
Und mein zinnsoldat, der keine trne weint
Steht neben mir

Ich fahr den rinnstein runter
In einem schiff aus zeitungspapier
Und mein zinnsoldat, der keine trne weint
Steht neben mir

"
85,rammstein,du hast,Metal,de,"Du
Du hast
Du hast mich (5x)
Du hast mich
Du hast mich gefragt
Du hast mich gefragt
Du hast mich gefragt und ich hab nichts gesagt
Willst du bis der Tod uns scheidet
Treue sein für alle Tage
(Ja) - Nein
(Ja) - Nein
Willst du bis der Tod uns scheidet
Treue sein für alle Tage
(Ja) - Nein
(Ja) - Nein
Du
Du hast
Du hast mich (3x)
Du hast mich
Du hast mich gefragt
Du hast mich gefragt
Du hast mich gefragt und ich hab nichts gesagt
Willst du bis der Tod uns scheidet
Treue sein für alle Tage
(Ja) - Nein
(Ja) - Nein
Willst du bis zum Tod, der scheidet
Sie lieben auch in schlechten Tagen
(Ja) - Nein
(Ja) - Nein
Willst du bis der Tod uns scheidet
Treue sein
(Ja) - Nein
(Ja) - Nein"
86,tokio hotel,geh,Rock,de,"Tage geh´n vorbei
Ohne da zu sein
Alles war so gut
Alles ich und du
Geh
Geh
Wir ham nichts falsch gemacht
Die ganze Zeit gedacht
So könnt´ es weiter geh´n
Alles andere werden wir sehen
Geh
Geh
Geh, lass uns hinter dir und mir
Versuch nicht zu verstehen
Warum es nicht mehr geht
Geh, versuch uns beide zu verlier´n
Für uns wird´s erst weitergehen
Wenn wir uns nicht mehr sehen
Geh
Geh!
Geh
Tu´s für dich und mich
Ich könnt´ es nicht
Ich hätte nicht den Mut
Alles ich und du
Geh
Geh
Tage geh´n vorbei
Ohne da zu sein
Deine Spuren führ´n zu mir
Soweit weg von dir
Geh
Geh
Geh, lass uns hinter dir und mir
Versuch nicht zu verstehen
Warum es nicht mehr geht
Geh, versuch uns beide zu verlier´n
Für uns wird´s erst weitergehen
Wenn wir uns nicht mehr sehen
Geh
Geh!
Ich brech´ das Licht
Die Schatten fall´n auf mich
Ich seh uns nicht
Alle Schatten fall´n auf mich
Auf mich
Schatten fall´n auf mich
Tage geh´n vorbei
Ohne da zu sein
Das ist alles was uns bleibt
Wenn du gehst
Wenn du jetz gehst
Versuch nich zu verstehn
Warum es nich mehr geht
Geh
Versuch uns beide zu verlier´n
Für uns wird´s erst weitergehen
Wenn wir uns nicht mehr sehen
Geh
Geh!
Tage geh´n vorbei
Ohne da zu sein
Bleib!"
87,rammstein,ein lied,Metal,de,"Wer gutes tut dem wird vergeben
So seit recht gut auf allen Wegen
Dann bekommt ihr bald besuch
Wir kommen mit dem Liederbuch
Wir sind für die Musik geboren
Wir sind die Diener eurer Ohren
Immer wenn ihr traurig seid
Spielen wir für euch
Wenn ihr ohne Sünde lebt
Einander brav das Händchen gebt
Wenn ihr nicht zur Sonne schielt
Wird für euch ein Lied gespielt
Wir sind die Diener eurer Ohren
Wir sind für die Musik geboren
Immer wenn ihr traurig seid
Spielen wir für euch
Wenn ihr nicht schlafen könnt
Sei euch ein Lied vergönnt
Und der Himmel bricht
Ein Lied fällt weich vom Himmelslicht
Wir sind für die Musik geboren
Wir sind die Diener eurer Ohren
Immer wenn ihr traurig seid
Spielen wir für euch
Wir sind für die Musik geboren
Wir sind die Diener eurer Ohren
Immer wenn ihr traurig seid
Spielen wir für euch"
88,peter gabriel,frag mich nicht immer,Rock,de,"Geh weg - geh weg ...
Ich bin ein niemand, ohne behoerdenstempel
Kein ausweis sagt dir, wer ich bin
Nimm mich doch so, wie du mich jetzt hier vorfindest
Ich steck ganz tief in der scheisse drin

Leergeaetzt, vorm kopf ein brett
Leer das herz, leer das bett
Frag mich nicht immer
Frag mich nicht immer

Frag mich nicht immer und noch einmal
Leer ist mein kopf, trostlos der fall
Frag mich nicht immer und noch einmal
Leer ist mein kopf, trostlos
- trostlos der fall

Fremd klingt die sprache und ich find keine formel
Damit ich dich endlich besser versteh
Du kaust gummiburger und isst viel zu schnell
Schreist raus mit der wahrheit, bevor ich geh
Fixier mich nicht wie ein raubtier die beute
Nichts weiss ich, kein wort mehr heute
Frag mich nicht immer
Frag mich nicht immer

Frag mich nicht immer und noch einmal
Leer ist mein kopf, trostlos der fall
Frag mich nicht immer und noch einmal
Leer ist mein kopf, trostlos
- trostlos der fall

Frag mich nicht immer und noch einmal
Leer ist mein kopf, trostlos der fall
Frag mich nicht immer und noch einmal
Voellig leer der kopf, nichts mehr drin I'm fall
Frag mich nicht immer
So ist das immer"
89,peter gabriel,ein normales leben,Rock,de,"Wie nett hier - der blick auf den park
Mahlzeit mit dem loeffel?
Warum keine messer?
Sie schauen auf den park
Jeden tag
Bestimmt - bald schon geht es ihnen besser"
90,evereve,a new winter,Rock,de,"""Don't care. It won't change anything.
Perhaps I
Don't care, but it's not that easy to be sure
When
Your laughter still resounds in my ears.
""Don't
Care. Today I look at you through other eyes
And
More and more it seems to be sure I was
Blinded.

Verdammtes leiden, saures lieben,
Verdammt das leben, dessen Schem
Verschwand, stillschweigend aber stetig,
Um nunmehr stumppes Nichts zu sein

Verdammt die Traume, die ich hatte
Heut noch nab'und haben verge
Sie sind nun schal,was ubrigblied
Sind stille Tranen auf der Erde

""Fur Hoffnung 1st es me zu spat-""
Dacht'ich - Doch was 1st mir geblieben?
Wo 1st die
Hoffnung wo das licht?

Wo der Frubling nach langem Winter,
Der nun das graue Eis zerbricht?
Verdammt sind wir, verdammt zu lieben"
91,"bendzko, tim",hoch,Pop,de,"die leute fragen: ""wie viel extra-meter gehst du?""
ich fang erst an zu zahlen
wenn es wehtut
fehler pragen mich
mach mehr als genug
bin zu mude fur pausen
komm nicht dazu
und wenn ich glaube
meine beine sind zu schwer
dann geh ich nochmal tausend schritte mehr
auch wenn wir schon weit gekommen sind
wir gehen immer weiter hoch hinaus
egal wie hoch die hurden auch sind
sie sehen so viel kleiner von hier oben aus
wenn dir die luft ausgeht
nur nicht nach unten sehen
wir gehen immer weiter hoch hinaus
immer
immer weiter hoch hinaus
kann das nachste level nicht erwarten
auch wenn ich dann wieder kein' schlaf krieg
meine ausreden sind hartnackig
aber aufgeben darf ich nicht
manchmal lost ein abgrund in mir angst aus
doch ich geh nicht zuruck
ich nehm nur anlauf
auch wenn wir schon weit gekommen sind
wir gehen immer weiter hoch hinaus
egal wie hoch die hurden auch sind
sie sehen so viel kleiner von hier oben aus
wenn dir die luft ausgeht
nur nicht nach unten sehen
wir gehen immer weiter hoch hinaus
immer
auch wenn wir schon weit gekommen sind
wir gehen immer weiter hoch hinaus
egal wie hoch die hurden auch sind
wenn dir die luft ausgeht
nur nicht nach unten sehen
wir gehen immer weiter hoch hinaus
immer
immer weiter hoch hinaus"
92,tokio hotel,ich brech' aus,Rock,de,"ich hab heut an anderen plan
und der geht dich gar nichts an
ich halt ihn fest in meiner hand
Mit dem Rücken an der Wand
an der Wand
ihr gebt all' mir die Schuld
hab das alles nie gewollt
lässt mir keine and're Wahl
das ist jetzt das letzte Mal
das letzte Mal
Ich fühl' mich
claustrophobisch eng
mach platz
bevor ich mir
an ausweg spreng
du hälst
mich nich auf
ich brech aus
ich warne dich verfolg mich nicht
die welt ist glücklich ohne dich
was du wolltest ist krepiert
ich bin das was jetzt passiert
was jetzt passiert
kalter schweiß auf deiner stirn
du kannst mich jetzt schreien hörn
gleich ist für dich alles aus
ich zieh dir den stecker raus
den stecker raus
Ich fühl' mich
claustrophobisch eng
mach platz
bevor ich mir
an ausweg spreng
du hälst
mich nich auf
ich brech aus
deine lügen sind erzählt
dein letzter schuss hat mich verfehlt
es ist zu spät
ist zu spät
du lässt mir leider keine wahl
das war jetzt das letzte mal
Ich fühl' mich
claustrophobisch eng
mach platz
bevor ich mir
an ausweg spreng
du hälst
mich nich auf
ich brech aus
Ich fühl' mich
claustrophobisch eng
mach platz
bevor ich mir
an ausweg spreng
du hälst
mich nich auf
ich brech aus"
93,tokio hotel,für immer jetzt,Rock,de,"Ich seh dich weinen
Und keiner wischt die Tränen weg
Ich hör dich schreien
Weil die Stille dich erstickt
Ich fühl dein Herz
Es ist einsam so wie du
Lass dich fallen
Mach die Augen zu
Hey
Die Welt hält für dich an
Hey
Hier in meinem Arm
Für immer jetzt
Für immer jetzt
Wenn du suchst
Und dich selbst dabei verlierst
Dann find ich dich
Und hol dich zu mir
Hey
Die Welt hält für dich an
Hey
Hier in meinem Arm
Für einen Tag
Für eine Nacht
Für einen Moment
In dem du lachst
Wir durchbrechen die Zeit
Gegen jedes Gesetz
Für immer du und ich
Für immer jetzt
Wir setzen unsere Scherben
Zusammen
Wir sind Eins wie Yin und Yang
Fühlst du mich
Wenn du atmest
Fühlst du mich
Wenn niemand da ist
Fühlst du mich
Wenn du atmest
Fühlst du mich
Hier in meinem Arm
Für einen Tag
Für eine Nacht
Für einen Moment
In dem du lachst
Wir durchbrechen die Zeit
Gegen jedes Gesetz
Für immer du und ich
Für immer jetzt
Wir setzen unsere Scherben
Zusammen
Wir sind Eins wie Yin und Yang
Wir setzen unsere Scherben
Zusammen
Wir sind Eins wie Yin und Yang"
94,"bendzko, tim",zum greifen nah,Pop,de,"von einem stein zum nachsten
nur keinen zwischenraum beruhren
ich flieg von allen am hochsten
ich krieg hier oben so ein gutes gefuhl
vergessen sind die tage ohne leichtigkeit
ich geniess' den sommerwind
sieh mir zu wie mein blick uber die dacher schweift
ich spring so hoch
wie ich kann
der himmel war noch nie so nah
ich spring so hoch
wie ich kann
vielleicht komm' ich an den himmel ran
setz' ein fuss vor den anderen
auf wolken zu gehn ist gar nicht so schwer
ich lass mich fallen und fall nach oben
denn der boden ist zu weit entfernt
es spielt nur fur den moment keine rolle mehr
wer ich gewesen bin
nur fur den moment bin ich der
der ich gern gewesen war'
ich spring so hoch
wie ich kann
der himmel war noch nie so nah
ich spring so hoch
wie ich kann
vielleicht komm' ich an den himmel ran
ich glaube ich schwebe
ich spur den boden nicht mehr
ich glaube ich schwebe
denn der boden kommt nicht mehr
ich glaube ich schwebe
ich flieg den wolken hinterher
ich glaube ich schwebe
ich geniesse es so sehr
ich spring so hoch
wie ich kann
der himmel war noch nie so nah
ich spring so hoch
wie ich kann
vielleicht komm' ich an den himmel ran
ich spring so hoch
wie ich kann
der himmel war noch nie so nah
ich spring so hoch
wie ich kann
vielleicht komm' ich an den himmel ran"
95,karel gott,fang das licht,Pop,de,"Fang das Licht von einem Tag voll Sonnenschein
Halt es fest
Schlie', es in deinem Herzen ein
Heb' es auf

Und wenn do einmal traurig bist
Dann vergi', nicht
Da', irgendwo noch Sonne ist.
Fang das Licht von einer Nacht voll Sternenschein
Halt es fest
Schlie', es in deine Tr'auml ume ein
Heb' es auf

Und wenn die Dunkelheit beginnt
Dann vergi', nicht
Da', irgendwo noch Sterne sind.
Fang das Licht

Halt es fest f'uuml,r den Tag
An dem die Hoffnung dich verl'auml't.
Und glubst do

Da', es f'uumlr dich kein Wunder gibt
Dann vergi', nicht
Da', jemand da ist
Der dich liebt.

Fang das Licht von einem Tag voll Sonnenschein
Halt es fest
Schlie', es in deinem Herzen ein
Heb' es auf

Und wenn do einmal traurig bist
Dann vergi', nicht
Da', irgendwo noch Sonne ist.
Fang das Licht

Halt es fest f'uumlr den Tag
An dem die Hoffnung dich verl'auml't.
Und glubst do
Da', es f'uumlr dich kein Wunder gibt
Dann vergi', nicht
Da', jemand da ist
Der dich liebt.

Und glubst do
Da', es f'uumlr dich kein Wunder gibt
Dann vergi', nicht
Da', jemand da ist
Der dich liebt.

Dann vergi', nicht
Da', jemand da ist
Der dich liebt."
96,rammstein,du riechst so gut,Metal,de,"Der wahnsinn
Ist nur eine schmale brücke
Die ufer sind vernunft und trieb
Ich steig dir nach
Das sonnenlicht den geist verwirrt
Ein blindes kind das vorwärts kriecht
Weil es seine mutter riecht
Ich finde dich
Die spur ist frisch und auf die brücke
Tropft dein schweiss dein warmes blut
Ich seh dich nicht
Ich riech dich nur ich spüre dich
Ein raubtier das vor hunger schreit
Wittere ich dich meilenweit
Du riechst so gut
Du riechst so gut
Ich geh dir hinterher
Du riechst so gut
Ich finde dich
- so gut
Ich steig dir nach
Du riechst so gut
Gleich hab ich dich
Jetzt hab ich dich
Ich warte bis es dunkel ist
Dann fass ich an die nasse haut
Verrate mich nicht
Oh siehst du nicht die brücke brennt
Hör auf zu schreien und wehre dich nicht
Weil sie sonst auseinander bricht
Du riechst so gut
Du riechst so gut
Ich geh dir hinterher
Du riechst so gut
Ich finde dich
- so gut
Ich steig dir nach
Du riechst so gut
Gleich hab ich dich
Du riechst so gut
Du riechst so gut
Ich geh dir hinterher
Du riechst so gut
Ich finde dich
- so gut
Ich fass dich an
Du riechst so gut
Jetzt hab ich dich
Du riechst so gut
Du riechst so gut
Ich geh dir hinterher"
97,sido,so war das,Pop,de,"alles war so neu
als ich zur welt kam
mama sagte ""welcome zieh dir dickes fell an""
kleine kalte wohnung
kalte gegendkalte herzen
kaltes leben weil wir nicht viel geld haben
alles war so lustig als ich 6 war,ich bekam ne schwester
ich weiss es noch wie gestern
mama hat uns gut behutet und so
ich hatte noch kein kontakt zu diesem typen vom hof
doch dis hat sich schnell geandert als ich 12 war
eigentlich voll dumm wie so ein eigentor vom elfer
runden um den block auf ei'm neugeklauten fahrrad
einfach weil es spass macht genauso war das
keine sorge ich vergess das nicht
es beschaftigt mich immer dann wenn es am besten ist
alles ist anders wenn du junger bist
ich erinner mich ich hab es fur immer hier verinnerlicht
keine sorge ich vergess das nicht
es beschaftigt mich immer dann wenn es am besten ist
doch wenn das rampenlicht mich blendet dann
denk ich dran und mach mir klar wie schnell sich alles ander kann
das erste mal weggehen mit 16
saufen ohne sinn und der beginn vom meinen sexleben
und weil wir zu hause nix zu essen hatten
war ich draussen geschafte machen
mit 18 abgehen im nachtleben
entweder das rapding oder in den knast gehen
ich mach es wie die ganzen rapper da bei viva
ich wusste eines tages ich werd besser sein als die da
und mit 23 war ich das
gefullter magen krass nie wieder klamotten von der caritas
donuts mit den neuen teuren autos aufm marktplatz
einfach weil es spass macht genauso war das
keine sorge ich vergess das nicht
es beschaftigt mich immer dann wenn es am besten ist
alles ist anders wenn du junger bist
ich erinner mich ich hab es fur immer hier verinnerlicht
keine sorge ich vergess das nicht
es beschaftigt mich immer dann wenn es am besten ist
doch wenn das rampenlicht mich blendet dann
denk ich dran und mach mir klar wie schnell sich alles ander kann
ich war heute nicht wer ich bin
war' es damals nicht gewesen wie es war
ja auf jeden das ist wahr
ich weiss du denkst die vergangenheit bedeutet nix
doch das ist alles was du heute bist
nimm es hin wer kann schon hellsehen
vielleicht ist es morgen schon vorbei
dis kann schnell gehen
es geht auf und ab,es hort auf und fangt an
alles kann sich schnell andern
ich denk dran
keine sorge ich vergess das nicht
es beschaftigt mich immer dann wenn es am besten ist
alles ist anders wenn du junger bist
ich erinner mich ich hab es fur immer hier verinnerlicht
keine sorge ich vergess das nicht
es beschaftigt mich immer dann wenn es am besten ist
doch wenn das rampenlicht mich blendet dann
denk ich dran und mach mir klar wie schnell sich alles ander kann"
98,bilderbuch,kids im park,Pop,de,"zukunft one-way
hin wo das licht ist
exit output
zeig' mir wo der lift ist
wir wollen fliegen wie im superspeed-spaceship
spaceship
wir wissen nicht
ob es heute kommt
aber irgendwann kommt ganz bestimmt
dieses shuttle
was uns zukunft bringt
ja
hoch hinaus in die galaxie
vergluht und so ausgedampft
ich war zu lang
wo ein tiefes loch ist
zu viel susse luft hat mein herz vergiftet
doch du nimmst meine hand und die welt
sie driftet
driftet
na
na
na
nanana na na
na
na
na
nanana na na
na
na
na
nanana na na
wir wissen nicht
ob es heute kommt
aber irgendwann kommt ganz bestimmt
dieses shuttle
was uns zukunft bringt
ja
hoch hinaus in die galaxie
vergluht und so ausgedampft
wir wollen brennen wie die superstars
wir wollen brennen wie die superstars"
99,the beatles,revolution 9,Rock,de,"Number nine, number nine, number nine, number nine..."
100,revolverheld,nichts bereuen,Rock,de,"Wir fliehen zusammen und wir fangen von vorne an
Du und ich, ich und Du wir sind bereit dazu
Wir tun alles was wir lieben und niemand hindert uns daran
Bis ihr uns habt sind wir schon lange wieder auf und davon
Wir sind alles hier und jetzt
Refrain
Wir wollen nichts, nichts, nichts bereuen
Nichts, nichts, nichts bereuen
Lass den Sommer in Dein Herz und lass ihn nicht mehr los
Wir drehen das Leben wie einen großen Kinofilm
Und bei der allerschönsten Stelle bleibt alles einfach stehen...
Was man nicht haben kann muss man sich einfach nehmen
Die Welt ist viel zu schön um sich noch länger nur zu quälen
Wir sind alles hier und jetzt
Refrain
Wir wollen nichts, nichts, nichts bereuen
Nichts, nichts, nichts bereuen
Lass den Sommer in Dein Herz und lass ihn nicht mehr los
Das hier ist nicht die Zeit für Melancholie
Ich lass mich einfach fallen und lass die Dinge ziehen
Refrain
Wir wollen nichts, nichts, nichts bereuen
Nichts, nichts, nichts bereuen
Lass den Sommer in Dein Herz und lass ihn nicht mehr los"
101,bilderbuch,taxi taxi,Pop,de,"ich glaube an ein leben
nicht auf dieser welt
ich glaube an peace
ich glaub'
ich glaub' an geld
ich glaub' an das internet
ich glaub' an deinen ass
ich glaube an die liebe
ich lieb' mich meistens selbst
ich glaube an trap
ich glaube an apps
an safersex
peugeot 406
bring' mich weit weg
ich glaube an speed
ich glaube an weed
ich glaub' mir wird schlecht
ich glaub' mir wird schlecht
ich glaub' ich muss weg
ja
taxi
sieben euro
fahr zu mir
du magst sie
ich brauch' ein taxi fur mich heut' heim
ja
ich brauch' ein taxi fur mich heut' heim
ich glaub'
sie mag mich
wenn ich heut' heim komm'
ja
ich fahr' heut' zu ihr heim
oh
ich brauch' ein--
sie ist online
immer online
aber kein wort
nein
immer online
aber kein wort
nein
kein wort
nein
ich bin allein
immer online
aber kein wort
nein
viele shots in meinem kopf
barabababam
viele shots in meinem kopf
barababababam
barabababam
rabababam
bambambam
babababam
babam
uh
ah
ey
bededemdum
ich brauch' ein taxi fur mich heut' heim
ja
ich brauch' ein taxi fur mich heut' heim
ich glaub' sie mag mich wenn ich heut' heim komm'
ja
ich fahr' heut' zu ihr heim
oh
ich brauch' ein taxi fur mich heut' heim
ja
ich brauch' ein taxi fur mich heut' heim
oh
ich glaub'
sie mag mich
wenn ich heut' heim
ja
ich brauch' ein taxi heut' zu ihr heim
oh oh oh
ja ja ja
taxi
taxi
taxi
taxi
oh
taxi
ooh"
102,rammstein,mein teil,Metal,de,"Heute treff ich einen herrn
Der hat mich zum fressen gern
Weiche teile und auch harte
Stehen auf der speisekarte
Denn du bist, was du isst
Und ihr wisst, was es ist
Es ist mein teil - (nein)
Mein teil - (nein)
Da-das ist mein teil - (nein)
Mein teil - (nein)
Die stumpfe klinge gut und recht
Ich blute stark und mir ist schlecht
Muss ich auch mit der ohnmacht kämpfen
Ich esse weiter unter krämpfen
Ist doch so gut gewürzt und so schön flambiert
Und so liebevoll auf porzellan serviert
Dazu ein guter wein und zarter kerzenschein
Ja da lass ich mir zeit, etwas kultur muss sein
Denn du bist, was du isst
Und ihr wisst, was es ist
Es ist mein teil - (nein)
Mein teil - (nein)
Da-das ist mein teil - (nein)
Mein teil - (nein)
Ein schrei wird zum himmel fahren
Schneidet sich durch engelsscharen
Vom wolkendach fällt federfleisch
Auf meine kindheit mit gekreisch
Das ist mein teil - (nein)
Mein teil - (nein)
Da-das ist mein teil - (nein)
Yes it's mein teil - (nein)"
103,"bendzko, tim",es geht wieder vorbei,Pop,de,"steht der tropfen
hullt auch den hartesten stein
du willst den schmerz ignorieren
du willst viel starker sein
steht der tropfen
hullt auch den hartesten stein
du willst nicht erfrieren
du willst nicht alleine sein
wenn du das hier liest
dann bitte hor nicht auf
diesen zeilen zu glauben
sie holen dich da raus
es geht wieder vorbei
wieder vorbei
wieder vorbei
der schmerz geht wieder vorbei
wieder vorbei
wieder vorbei
du darfst vor allem nicht den mut verlier'n
du bist nicht allein
es geht wieder vorbei
es geht wieder vorbei
du versteckst dich hinter mauern
die niemand uberwinden kann ich such die richtigen worte
damit ich sie durchbrechen kann
ich schreib dir tausende briefe
vielleicht kommt einer an
bis wir deine furcht besiegen
ist es nicht mehr lang
wenn du das hier liest
dann bitte gib nicht auf
wenn du das hier liest
hol ich dich da raus
es geht wieder vorbei
wieder vorbei
wieder vorbei
der schmerz geht wieder vorbei
wieder vorbei
wieder vorbei
du darfst vor allem nicht den mut verlier'n
du bist nicht allein
es geht wieder vorbei
es geht wieder vorbei
da draussen wartet sie schon
eine bluhende welt
in die sich jede reise lohnt
da draussen wartet sie schon
eine bluhende welt
in die sich jede reise lohnt
es geht wieder vorbei
wieder vorbei
wieder vorbei
der schmerz geht wieder vorbei
wieder vorbei
wieder vorbei
du darfst vor allem nicht den mut verlier'n
du bist nicht allein
es geht wieder vorbei
es geht wieder vorbei
es geht wieder vorbei
wieder vorbei
wieder vorbei
der schmerz geht wieder vorbei
wieder vorbei
wieder vorbei
du darfst vor allem nicht den mut verlier'n
du bist nicht allein
es geht wieder vorbei
es geht wieder vorbei"
104,andreas bourani,wunder,Pop,de,"atme ein
die nacht ist klar
und sie ist dein
halt ihn fest den augenblick
du kannst sein konig sein
nimm das gluck
auf deinem weg sieh nie zuruck
mach deine augen auf
und atme aus
und du fuhlst
dass du lebst
weil du tanzt und fliegst
du schwebst
weil du lachst
weil du weinst und liebst
du bist ein wunder
du bist mein wunder
qual dich nicht
und lach dem leben ins gesicht
nimm jeden deiner fehler
stell dich unters licht
dein gewinn
ist nicht die suche nach dem sinn
lebst du hier und jetzt
ist fur dich alles drin
und du fuhlst
dass du lebst
weil du tanzt und fliegst
du schwebst
weil du lachst
weil du weinst und liebst
du bist ein wunder
du bist mein wunder
du hast die welt in deiner hand
trag sie mit liebe und verstand
atme ein
die nacht ist klar
und sie ist dein
und wenn du willst
kannst du ein konig sein
wenn du fuhlst
dass du lebst
weil du tanzt und fliegst
du schwebst
weil du lachst
weil du weinst und liebst
du bist ein wunder
du bist mein wunder
du bist ein wunder
du bist mein wunder"
105,rammstein,ich tu dir weh,Metal,de,"Nur für mich bist du am Leben
Ich steck dir Orten ins Gesicht
Du bist mir ganz und gar ergeben
Du liebst mich denn ich lieb' dich nicht
Du blutest für mein Seelenheil
Ein kleiner Schnitt und du wirst geil
Der Körper schon total entstellt
Egal, erlaubt ist, was gefällt
Ich tu' dir weh
Tut mir nicht Leid
Das tut dir gut
Hört wie's schreit
Bei dir habe ich die Wahl der Qual
Stacheldraht im Harnkanal
Leg dein Fleisch in Salz und Eiter
Erstirbt doch, dann lebst du weiter
Bisse, Tritte, harte Schläge
Nadelshahn und stumpfe Säge
Wünsch' dir was, ich sag nicht nein
Und führ' dir Nagetiere ein
Ich tu' dir weh
Tut mir nicht Leid
Das tut dir gut
Hört wie's schreit
Ich tu' dir weh
Tut mir nicht Leid
Es tut dir gut
Hört wie's schreit
Du bist das Schiff, ich der Kapitän
Wohin soll denn die Reise gehn'?
Ich seh' im Spiegel dein Gesicht
Du liebst mich denn ich lieb' dich nicht
Ich tu' dir weh, tut mir nicht Leid
Das tut dir gut, hört wie's schreit
Ich tu' dir weh
Tut mir nicht Leid
Das tut dir gut
Hört wie's schreit
Ich tu' dir weh
Tut mir nicht Leid
Das tut dir gut
Hört wie's schreit"
106,"bendzko, tim",freier fall,Pop,de,"ich nehme die erinnerung
und sperre sie weg
wo eben noch ein ganzes leben war
bleibt nur ein schwarzer fleck
wenn ich durch unsre bilder geh
gibts nie mehr ein was ware wenn
bist nich mehr der mensch
den ich glaubte zu kenn'
dank dir bin ich frei
frei
frei
im freien fall
ich fuhl mich so leicht
leicht
leicht
denn du fehlst uberall
so schon es auch war
es wird nie mehr so sein
dank dir bin ich frei
frei
frei
bye
bye
scrollin' through the memories
and playin' pretend
we keep rewritin' history
'cause we know how it ends
if i could go back in time
i don't what i would change
i have no regrets
i just wanted to say
dank dir bin ich frei
frei
frei
im freien fall
ich fuhl mich so leicht
leicht
leicht
denn du fehlst uberall
so schon es auch war
es wird nie mehr so sein
dank dir bin ich frei
frei
frei
bye
bye
ich steh im rauschen
muss unbedingt raus hier
i'm stuck in time
in time
i'm stuck in time
alles dreht sich
nur die zeit
die vergeht nicht
i'm stuck in time
in time
dank dir bin ich frei
frei
frei
im freien fall
ich fuhl mich so leicht
leicht
leicht
denn du fehlst uberall
so schon es auch war
es wird nie mehr so sein
dank dir bin ich frei
frei
frei
bye
bye
dank dir bin ich frei
frei
frei
bye
byes"
107,tokio hotel,alleine,Rock,de,"Es ist so Kalt und Dunkel,
Es vergehen so viele Stunden(Ohne Dich)
Es vergeht alles so schnell,
und ich bin zu langsam(für die Welt)
Ich bin so einsam ohne dich,
bitte vergesse mich nicht so schnell
Alleine, Alleine
Auf der Welt
Alleine, Alleine
Alles geht zu schnell
Warum bist du abgehauen,
Warum hast du uns alleine gelassen,
Warum hast du uns Geschlagen,
Warum wolltest du nicht Zahlen (nicht Zahlen)
Ich bin so einsam ohne dich,
bitte vergesse mich nicht so schnell
Alleine, Alleine
Auf der Welt
Alleine, .Alleine
Alles geht zu schnell
Jedes mal lauf ich an der Strasse vorbei,
Ich sehe so viele clque gangs und Gruppen,
Das ist so wie eine Suppe alles ist zusammen gemischt,
Außer ich bin nicht in der Suppe...
Alleine, Alleine
Auf der Welt
Alleine, .Alleine
Alles geht zu schnell"
